,config,n_vars,n_clauses,n_groups,n_Avars,arjun_time,benchmark,network_type,encoding,configuration,timeout,memory_limit,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,stime,wtime,max_res_set_size,exit_status,signal,optimised_value,encoding_m/o
2,config-0,123.0,717.0,54.0,15.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,1,False,True,True,54.0,226.0,0.31,0.24,0:00,64988,0,,36,False
52,config-0,213.0,840.0,54.0,105.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,2,False,True,True,54.0,226.0,0.66,0.21,0:01,65336,0,,76,False
102,config-0,230.0,907.0,54.0,122.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,3,False,True,True,54.0,226.0,0.68,0.26,0:01,65380,0,,94,False
152,config-0,247.0,973.0,54.0,139.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,4,False,True,True,54.0,226.0,0.69,0.24,0:01,66164,0,,106,False
202,config-0,320.0,1069.0,54.0,212.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,6,False,True,True,54.0,226.0,0.62,2.28,0:04,53440,0,,108,False
252,config-0,352.0,1154.0,54.0,244.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,8,False,True,True,54.0,226.0,0.62,0.3,0:01,65008,0,,108,False
302,config-0,392.0,1235.0,54.0,284.0,0.00,MadridAdj.txt,crime,gis,,7200,4000000,10,False,True,True,54.0,226.0,0.64,0.2,0:00,66060,0,,108,False
352,config-0,418.0,1291.0,54.0,310.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,12,False,True,True,54.0,226.0,0.63,0.2,0:00,69800,0,,108,False
402,config-0,486.0,1395.0,54.0,378.0,0.01,MadridAdj.txt,crime,gis,,7200,4000000,16,False,True,True,54.0,226.0,0.69,0.2,0:01,65004,0,,108,False
1,config-0,23.0,72.0,10.0,3.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,1,False,True,True,10.0,14.0,0.25,2.29,0:03,54476,0,,12,False
51,config-0,38.0,94.0,10.0,18.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,2,False,True,True,10.0,14.0,0.22,0.36,0:00,64524,0,,14,False
101,config-0,48.0,101.0,10.0,28.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,3,False,True,True,10.0,14.0,0.25,0.2,0:00,66540,0,,18,False
151,config-0,50.0,104.0,10.0,30.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,4,False,True,True,10.0,14.0,0.25,0.19,0:00,64920,0,,18,False
201,config-0,48.0,98.0,10.0,28.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,6,False,True,True,10.0,14.0,0.25,0.2,0:00,65852,0,,20,False
251,config-0,38.0,76.0,10.0,18.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,8,False,True,True,10.0,14.0,0.24,0.19,0:00,64920,0,,20,False
301,config-0,20.0,48.0,10.0,0.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,10,False,True,True,10.0,14.0,0.26,0.2,0:00,65008,0,,20,False
351,config-0,20.0,48.0,10.0,0.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,12,False,True,True,10.0,14.0,0.26,0.22,0:00,64228,0,,20,False
401,config-0,20.0,48.0,10.0,0.0,0.00,ParisAdj.txt,crime,gis,,7200,4000000,16,False,True,True,10.0,14.0,0.24,2.29,0:03,55672,0,,20,False
0,config-0,35.0,166.0,14.0,7.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,1,False,True,True,14.0,51.0,0.24,2.31,0:03,54664,0,,10,False
50,config-0,54.0,197.0,14.0,26.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,2,False,True,True,14.0,51.0,0.23,0.35,0:00,64636,0,,24,False
100,config-0,58.0,211.0,14.0,30.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,3,False,True,True,14.0,51.0,0.27,0.21,0:00,64472,0,,28,False
150,config-0,62.0,224.0,14.0,34.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,4,False,True,True,14.0,51.0,0.28,0.18,0:00,64328,0,,28,False
200,config-0,84.0,236.0,14.0,56.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,6,False,True,True,14.0,51.0,0.27,0.19,0:00,67584,0,,28,False
250,config-0,82.0,230.0,14.0,54.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,8,False,True,True,14.0,51.0,0.27,0.19,0:00,64940,0,,28,False
300,config-0,72.0,208.0,14.0,44.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,10,False,True,True,14.0,51.0,0.26,0.21,0:00,64496,0,,28,False
350,config-0,54.0,170.0,14.0,26.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,12,False,True,True,14.0,51.0,0.28,0.22,0:00,64740,0,,28,False
400,config-0,28.0,130.0,14.0,0.0,0.00,PhilippineAdj.txt,crime,gis,,7200,4000000,16,False,True,True,14.0,51.0,0.27,2.33,0:04,54368,0,,28,False
3,config-0,91.0,370.0,39.0,13.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,1,False,True,True,39.0,89.0,0.32,0.2,0:00,64736,0,,32,False
53,config-0,153.0,456.0,39.0,75.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,2,False,True,True,39.0,89.0,0.41,0.22,0:00,65780,0,,58,False
103,config-0,165.0,503.0,39.0,87.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,3,False,True,True,39.0,89.0,0.42,0.21,0:00,67496,0,,70,False
153,config-0,177.0,549.0,39.0,99.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,4,False,True,True,39.0,89.0,0.4,0.22,0:00,64776,0,,72,False
203,config-0,225.0,617.0,39.0,147.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,6,False,True,True,39.0,89.0,0.41,0.2,0:00,64724,0,,76,False
253,config-0,247.0,675.0,39.0,169.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,8,False,True,True,39.0,89.0,0.41,0.21,0:00,64672,0,,78,False
303,config-0,273.0,727.0,39.0,195.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,10,False,True,True,39.0,89.0,0.39,2.32,0:04,55804,0,,78,False
353,config-0,289.0,764.0,39.0,211.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,12,False,True,True,39.0,89.0,0.37,0.33,0:01,64536,0,,78,False
403,config-0,333.0,828.0,39.0,255.0,0.00,ZerkaniAdj.txt,crime,gis,,7200,4000000,16,False,True,True,39.0,89.0,0.39,0.2,0:00,64680,0,,78,False
22,config-0,43099.0,268752.0,21363.0,373.0,1399.75,ca-CondMat.mtx,collaboration,gis,,7200,4000000,1,False,True,True,21363.0,91286.0,1408.21,1.43,23:39,186940,0,,18720,False
72,config-0,106809.0,353462.0,21363.0,64083.0,2594.85,ca-CondMat.mtx,collaboration,gis,,7200,4000000,2,False,True,True,21363.0,91286.0,2604.06,2.08,43:41,229676,0,,31516,False
122,config-0,128166.0,396175.0,21363.0,85440.0,3839.31,ca-CondMat.mtx,collaboration,gis,,7200,4000000,3,False,True,True,21363.0,91286.0,3848.39,2.04,1:14:17,224708,0,,36918,False
172,config-0,149521.0,438884.0,21363.0,106795.0,5335.65,ca-CondMat.mtx,collaboration,gis,,7200,4000000,4,False,True,True,21363.0,91286.0,5344.1,2.2,1:29:29,239596,0,,39284,False
222,config-0,192225.0,524290.0,21363.0,149499.0,6209.04,ca-CondMat.mtx,collaboration,gis,,7200,4000000,6,False,True,True,21363.0,91286.0,6218.35,2.22,1:44:13,273604,0,,41664,False
272,config-0,234921.0,609680.0,21363.0,192195.0,5072.65,ca-CondMat.mtx,collaboration,gis,,7200,4000000,8,False,True,True,21363.0,91286.0,5081.98,2.3,1:25:06,313820,0,,42466,False
322,config-0,277609.0,695054.0,21363.0,234883.0,,ca-CondMat.mtx,collaboration,gis,,7200,4000000,10,False,True,True,21363.0,91286.0,7209.71,5.68,2:10:46,347056,137,,-1,False
372,config-0,320289.0,780412.0,21363.0,277563.0,5293.78,ca-CondMat.mtx,collaboration,gis,,7200,4000000,12,False,True,True,21363.0,91286.0,5305.84,2.44,1:28:53,373652,0,,42706,False
422,config-0,405625.0,951080.0,21363.0,362899.0,4383.07,ca-CondMat.mtx,collaboration,gis,,7200,4000000,16,False,True,True,21363.0,91286.0,4396.29,2.69,1:13:39,447752,0,,42724,False
25,config-0,12393.0,39888.0,6100.0,193.0,71.01,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,1,False,True,True,6100.0,7515.0,72.21,0.65,1:13,103548,0,,9476,False
75,config-0,30494.0,63816.0,6100.0,18294.0,494.37,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,2,False,True,True,6100.0,7515.0,495.71,3.82,8:25,149148,0,,11040,False
125,config-0,36588.0,76003.0,6100.0,24388.0,806.28,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,3,False,True,True,6100.0,7515.0,807.75,1.36,13:34,119028,0,,11584,False
175,config-0,42680.0,88186.0,6100.0,30480.0,333.89,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,4,False,True,True,6100.0,7515.0,335.44,0.94,5:38,134252,0,,11446,False
225,config-0,54858.0,112540.0,6100.0,42658.0,204.69,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,6,False,True,True,6100.0,7515.0,206.42,0.92,3:29,118236,0,,11524,False
275,config-0,67028.0,136878.0,6100.0,54828.0,169.47,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,8,False,True,True,6100.0,7515.0,171.39,0.88,3:00,115872,0,,11612,False
325,config-0,79190.0,161200.0,6100.0,66990.0,173.67,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,10,False,True,True,6100.0,7515.0,175.78,0.88,2:58,124480,0,,11704,False
375,config-0,91344.0,185506.0,6100.0,79144.0,198.80,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,12,False,True,True,6100.0,7515.0,201.1,0.93,3:23,130168,0,,11780,False
425,config-0,115628.0,234070.0,6100.0,103428.0,234.03,ca-Erdos992.mtx,collaboration,gis,,7200,4000000,16,False,True,True,6100.0,7515.0,236.77,0.93,3:59,148496,0,,11936,False
23,config-0,8478.0,43854.0,4158.0,162.0,26.90,ca-GrQc.mtx,collaboration,gis,,7200,4000000,1,False,True,True,4158.0,13422.0,28.72,0.44,0:29,102532,0,,4186,False
73,config-0,16693.0,57350.0,4158.0,8377.0,40.09,ca-GrQc.mtx,collaboration,gis,,7200,4000000,2,False,True,True,4158.0,13422.0,42.98,0.5,0:44,101352,0,,6228,False
123,config-0,18100.0,62911.0,4158.0,9784.0,46.40,ca-GrQc.mtx,collaboration,gis,,7200,4000000,3,False,True,True,4158.0,13422.0,49.44,3.27,0:55,102484,0,,7134,False
173,config-0,19757.0,68469.0,4158.0,11441.0,55.44,ca-GrQc.mtx,collaboration,gis,,7200,4000000,4,False,True,True,4158.0,13422.0,58.44,0.65,0:59,99076,0,,7606,False
223,config-0,25769.0,76775.0,4158.0,17453.0,79.46,ca-GrQc.mtx,collaboration,gis,,7200,4000000,6,False,True,True,4158.0,13422.0,82.33,0.62,1:24,98836,0,,8038,False
273,config-0,28829.0,84437.0,4158.0,20513.0,82.90,ca-GrQc.mtx,collaboration,gis,,7200,4000000,8,False,True,True,4158.0,13422.0,85.79,0.65,1:27,100072,0,,8242,False
323,config-0,32029.0,91775.0,4158.0,23713.0,69.85,ca-GrQc.mtx,collaboration,gis,,7200,4000000,10,False,True,True,4158.0,13422.0,72.85,0.61,1:14,99748,0,,8290,False
373,config-0,34827.0,97262.0,4158.0,26511.0,68.87,ca-GrQc.mtx,collaboration,gis,,7200,4000000,12,False,True,True,4158.0,13422.0,71.89,0.62,1:13,101340,0,,8314,False
423,config-0,41579.0,107904.0,4158.0,33263.0,57.51,ca-GrQc.mtx,collaboration,gis,,7200,4000000,16,False,True,True,4158.0,13422.0,60.73,0.66,1:02,106396,0,,8314,False
24,config-0,455722.0,2539712.0,227320.0,1082.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,1,False,True,True,227320.0,814134.0,7278.12,2.42,2:11:42,1204576,137,,-1,False
74,config-0,909254.0,6629000.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,2,False,True,True,227320.0,814134.0,7292.98,5.25,2:02:10,2228500,137,,-1,False
124,config-0,909254.0,6628999.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,3,False,True,True,227320.0,814134.0,7294.13,5.2,2:02:12,2229580,137,,-1,False
174,config-0,909254.0,6629000.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,4,False,True,True,227320.0,814134.0,5037.14,4.87,1:24:26,2828176,139,,-1,False
224,config-0,909254.0,6628999.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,6,False,True,True,227320.0,814134.0,2705.69,4.64,45:22,2663316,139,,-1,False
274,config-0,909254.0,6629000.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,8,False,True,True,227320.0,814134.0,2039.19,7.28,34:20,2709224,139,,-1,False
324,config-0,909254.0,6628999.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,10,False,True,True,227320.0,814134.0,2227.98,5.51,37:26,2903716,134,,-1,False
374,config-0,909254.0,6628999.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,12,False,True,True,227320.0,814134.0,1292.92,5.03,31:32,2900056,139,,-1,False
424,config-0,909254.0,6629000.0,227320.0,454614.0,,ca-citeseer.mtx,collaboration,gis,,7200,4000000,16,False,True,True,227320.0,814134.0,761.8,4.47,12:49,3067256,139,,-1,False
26,config-0,453906.0,2340732.0,226413.0,1080.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,1,False,True,True,226413.0,716460.0,7259.58,2.16,2:11:29,1108528,137,,-1,False
76,config-0,905630.0,6413712.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,2,False,True,True,226413.0,716460.0,7267.0,4.79,2:01:46,2153900,137,,-1,False
126,config-0,905630.0,6413711.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,3,False,True,True,226413.0,716460.0,7272.64,4.6,2:01:51,2154336,137,,-1,False
176,config-0,905630.0,6413712.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,4,False,True,True,226413.0,716460.0,7266.64,4.38,2:01:41,2551760,137,,-1,False
226,config-0,905630.0,6413711.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,6,False,True,True,226413.0,716460.0,7265.48,4.15,2:01:40,2877664,137,,-1,False
276,config-0,905630.0,6413712.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,8,False,True,True,226413.0,716460.0,4054.67,4.31,1:07:54,3425868,134,,-1,False
326,config-0,905630.0,6413711.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,10,False,True,True,226413.0,716460.0,1265.61,7.01,21:21,2805372,139,,-1,False
376,config-0,905630.0,6413711.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,12,False,True,True,226413.0,716460.0,1730.79,4.67,29:05,3171032,139,,-1,False
426,config-0,905630.0,6413712.0,226413.0,452804.0,,ca-dblp-2010.mtx,collaboration,gis,,7200,4000000,16,False,True,True,226413.0,716460.0,2382.18,4.75,49:45,3202736,139,,-1,False
28,config-0,815.0,3454.0,379.0,57.0,0.12,ca-netscience.mtx,collaboration,gis,,7200,4000000,1,False,True,True,379.0,914.0,0.55,0.31,0:01,90348,0,,370,False
78,config-0,1517.0,4601.0,379.0,759.0,0.14,ca-netscience.mtx,collaboration,gis,,7200,4000000,2,False,True,True,379.0,914.0,3.75,0.3,0:04,88328,0,,628,False
128,config-0,1644.0,5103.0,379.0,886.0,0.16,ca-netscience.mtx,collaboration,gis,,7200,4000000,3,False,True,True,379.0,914.0,3.82,0.29,0:04,89876,0,,696,False
178,config-0,1782.0,5603.0,379.0,1024.0,0.18,ca-netscience.mtx,collaboration,gis,,7200,4000000,4,False,True,True,379.0,914.0,3.86,0.3,0:04,90044,0,,728,False
228,config-0,2334.0,6350.0,379.0,1576.0,0.21,ca-netscience.mtx,collaboration,gis,,7200,4000000,6,False,True,True,379.0,914.0,3.45,3.05,0:08,80176,0,,752,False
278,config-0,2596.0,7034.0,379.0,1838.0,0.23,ca-netscience.mtx,collaboration,gis,,7200,4000000,8,False,True,True,379.0,914.0,3.44,0.36,0:04,90032,0,,756,False
328,config-0,2898.0,7691.0,379.0,2140.0,0.25,ca-netscience.mtx,collaboration,gis,,7200,4000000,10,False,True,True,379.0,914.0,3.39,0.27,0:03,90420,0,,756,False
378,config-0,3173.0,8171.0,379.0,2415.0,0.24,ca-netscience.mtx,collaboration,gis,,7200,4000000,12,False,True,True,379.0,914.0,3.15,0.28,0:03,90120,0,,756,False
428,config-0,3755.0,9090.0,379.0,2997.0,0.27,ca-netscience.mtx,collaboration,gis,,7200,4000000,16,False,True,True,379.0,914.0,3.31,0.27,0:03,89372,0,,758,False
27,config-0,198.0,657.0,86.0,26.0,0.01,ca-sandi_auths.mtx,collaboration,gis,,7200,4000000,1,False,True,True,86.0,124.0,0.54,0.43,0:01,88924,0,,88,False
77,config-0,342.0,871.0,86.0,170.0,0.01,ca-sandi_auths.mtx,collaboration,gis,,7200,4000000,2,False,True,True,86.0,124.0,2.68,0.44,0:03,88908,0,,130,False
127,config-0,370.0,981.0,86.0,198.0,0.01,ca-sandi_auths.mtx,collaboration,gis,,7200,4000000,3,False,True,True,86.0,124.0,2.7,2.98,0:07,76396,0,,154,False
