,config,n_vars,n_csts,benchmark,network_type,encoding,configuration,timeout,memory_limit,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime,stime,wtime,max_res_set_size,exit_status,signal,encoding_m/o
477,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,8,False,True,False,,,221.29,1.31,3:43,3569232,0,,True
566,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,10,False,True,False,,,221.6,1.28,3:43,3568716,0,,True
656,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,12,False,True,False,,,219.82,1.2,3:42,3568004,0,,True
747,config0,,,road-roadNet-PA.mtx,road,ilp,0,7200,4000000,16,False,True,False,,,269.36,3.66,4:46,3567860,0,,True
57,config0,124.0,2013.0,soc-dolphins.mtx,social,ilp,0,7200,4000000,1,False,True,True,62.0,159.0,4.12,0.25,0:02,95216,0,,False
146,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,25.78,1.67,0:27,3594344,0,,True
235,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,29.01,1.34,0:30,3590992,0,,True
327,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,25.43,1.26,0:26,3590924,0,,True
420,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,23.22,1.29,0:24,3520208,0,,True
509,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,23.31,1.23,0:25,3515936,0,,True
596,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,23.3,1.25,0:24,3516204,0,,True
688,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,29.48,3.83,0:46,3518456,0,,True
779,config0,,,soc-dolphins.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,29.56,1.68,0:31,3516204,0,,True
7,config0,64.0,560.0,soccer_ball.txt,geometric,ilp,0,7200,4000000,1,False,True,True,32.0,90.0,1122.54,0.21,9:23,66708,0,,False
97,config0,64.0,120722.0,soccer_ball.txt,geometric,ilp,0,7200,4000000,2,False,True,False,32.0,90.0,544.1,2.34,4:37,3126016,0,,False
187,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,3,False,True,False,,,36.58,3.18,0:48,3734348,0,,True
279,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,4,False,True,False,,,38.8,1.68,0:40,3734284,0,,True
371,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,6,False,True,False,,,103.19,1.69,1:45,3734008,0,,True
461,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,8,False,True,False,,,725.95,1.49,12:10,3739160,0,,True
550,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,10,False,True,False,,,5064.96,1.38,1:24:46,3731196,0,,True
640,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,12,True,True,True,,,7198.99,0.59,2:00:28,1473532,0,,False
730,config0,,,soccer_ball.txt,geometric,ilp,0,7200,4000000,16,True,True,True,,,7199.14,0.41,2:00:35,434664,0,,False
61,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,83.75,4.08,1:43,3589912,0,,True
150,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,81.07,1.69,1:23,3590336,0,,True
239,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,79.43,1.57,1:21,3590156,0,,True
331,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,73.7,1.56,1:16,3590268,0,,True
424,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,67.63,1.5,1:10,3590076,0,,True
513,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,65.97,1.32,1:07,3590076,0,,True
600,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,63.26,1.38,1:06,3594256,0,,True
692,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,63.57,1.24,1:05,3590312,0,,True
783,config0,,,socfb-Amherst41.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,82.16,3.87,1:39,3592156,0,,True
54,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,68.73,1.49,1:10,3590148,0,,True
143,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,62.42,1.42,1:04,3592380,0,,True
232,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,57.99,1.39,0:59,3592272,0,,True
324,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,56.61,1.36,0:58,3590228,0,,True
417,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,69.83,3.8,1:26,3590420,0,,True
506,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,70.29,1.68,1:12,3590228,0,,True
593,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,68.9,1.58,1:11,3592408,0,,True
685,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,65.93,1.51,1:07,3592352,0,,True
776,config0,,,socfb-Bowdoin47.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,59.53,1.41,1:01,3590304,0,,True
70,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,31.82,1.68,0:33,3468048,0,,False
159,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,25.22,1.64,0:27,3590532,0,,True
248,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,29.35,1.71,0:31,3590492,0,,True
340,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,28.87,1.66,0:30,3590496,0,,True
433,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,29.07,1.6,0:30,3596500,0,,True
522,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,28.27,1.58,0:30,3590340,0,,True
609,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,27.2,1.58,0:29,3590640,0,,True
701,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,30.05,3.71,0:48,3592564,0,,True
792,config0,,,socfb-Caltech36.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,31.13,1.66,0:33,3590552,0,,True
56,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,124.12,1.69,2:07,3590420,0,,True
145,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,120.04,1.58,2:02,3590312,0,,True
234,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,105.21,1.35,1:47,3590308,0,,True
326,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,97.94,1.33,1:39,3590064,0,,True
419,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,97.57,1.24,2:36,3590084,0,,True
508,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,96.94,1.22,1:38,3590304,0,,True
595,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,97.44,1.17,1:39,3590292,0,,True
687,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,122.79,3.63,2:20,3590152,0,,True
778,config0,,,socfb-Colgate88.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,120.69,1.5,2:03,3590220,0,,True
66,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,83.4,1.66,1:25,3590204,0,,True
155,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,78.54,1.56,1:20,3590252,0,,True
244,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,73.45,1.43,1:15,3590204,0,,True
336,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,83.96,3.79,1:41,3592460,0,,True
429,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,81.14,2.1,1:24,3591888,0,,True
518,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,79.95,1.78,1:22,3592220,0,,True
605,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,73.53,1.87,1:16,3592252,0,,True
697,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,67.89,1.36,1:10,3590148,0,,True
788,config0,,,socfb-Hamilton46.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,64.65,1.35,1:06,3589976,0,,True
58,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,60.7,1.58,1:02,3590360,0,,True
147,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,60.45,1.6,1:02,3594192,0,,True
236,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,58.91,1.71,1:01,3592048,0,,True
328,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,55.78,1.57,0:57,3590276,0,,True
421,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,60.44,3.9,1:19,3590252,0,,True
510,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,60.05,1.65,1:02,3594328,0,,True
597,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,60.95,1.67,1:03,3592068,0,,True
689,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,58.52,1.6,1:00,3590380,0,,True
780,config0,,,socfb-Haverford76.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,54.0,1.46,0:55,3590344,0,,True
59,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,58.1,1.79,1:00,3590208,0,,True
148,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,56.91,1.64,0:59,3590304,0,,True
237,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,53.76,1.55,0:55,3594116,0,,True
329,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,51.3,1.48,0:53,3590232,0,,True
422,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,48.46,1.4,0:50,3591988,0,,True
511,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,46.79,1.36,0:48,3591920,0,,True
598,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,46.23,1.34,0:47,3589928,0,,True
690,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,56.6,3.94,1:15,3594276,0,,True
781,config0,,,socfb-Mich67.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,56.01,1.68,0:58,3589964,0,,True
73,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,96.16,1.57,1:38,3590208,0,,True
162,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,98.14,3.9,1:56,3590416,0,,True
251,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,97.51,1.65,1:39,3592292,0,,True
343,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,92.55,1.45,1:34,3590404,0,,True
436,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,83.04,1.38,1:24,3590440,0,,True
525,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,78.44,1.24,1:20,3590340,0,,True
612,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,78.45,1.29,1:21,3590156,0,,True
704,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,77.83,1.26,1:22,3590232,0,,True
795,config0,,,socfb-Middlebury45.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,77.93,1.31,1:19,3592400,0,,True
62,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,66.67,3.88,1:25,3592100,0,,True
151,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,64.3,1.7,1:06,3592232,0,,True
240,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,64.06,1.65,1:06,3592344,0,,True
332,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,61.91,1.57,1:03,3590380,0,,True
425,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,57.45,1.49,0:59,3592168,0,,True
514,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,54.3,1.42,0:56,3590140,0,,True
601,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,53.97,1.32,0:55,3590396,0,,True
693,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,51.8,1.24,0:53,3590248,0,,True
784,config0,,,socfb-Oberlin44.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,66.51,3.79,1:23,3591916,0,,True
63,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,129.21,1.65,2:11,3590284,0,,True
152,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,120.55,1.38,2:02,3590324,0,,True
241,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,109.45,1.35,1:52,3590308,0,,True
333,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,103.07,1.24,1:45,3592448,0,,True
426,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,105.21,1.3,1:47,3590164,0,,True
515,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,131.11,3.68,2:28,3590248,0,,True
602,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,126.08,1.6,2:08,3590212,0,,True
694,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,114.28,1.31,1:56,3590320,0,,True
785,config0,,,socfb-Pepperdine86.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,108.57,1.25,1:50,3590420,0,,True
64,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,26.41,1.52,0:28,3592384,0,,True
153,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,25.43,3.75,0:42,3590572,0,,True
242,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,26.57,1.67,0:28,3590496,0,,True
334,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,25.81,1.65,0:28,3590600,0,,True
427,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,25.42,1.64,0:27,3590568,0,,True
516,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,25.97,1.59,0:27,3590432,0,,True
603,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,25.8,1.58,0:28,3590560,0,,True
695,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,25.3,1.68,0:27,3590316,0,,True
786,config0,,,socfb-Reed98.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,25.52,1.6,0:27,3590468,0,,True
69,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,31.05,1.37,0:32,3590932,0,,True
158,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,26.32,1.35,0:27,3590500,0,,True
247,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,26.1,1.35,0:27,3590664,0,,True
339,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,31.45,3.8,0:50,3590224,0,,True
432,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,31.82,1.69,0:33,3592852,0,,True
521,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,31.07,1.74,0:33,3590444,0,,True
608,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,30.96,1.6,0:32,3590736,0,,True
700,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,30.85,1.66,0:32,3590256,0,,True
791,config0,,,socfb-Simmons81.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,30.57,1.76,0:32,3592928,0,,True
71,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,56.73,1.21,0:58,3590428,0,,True
160,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,53.88,1.16,0:55,3590468,0,,True
249,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,52.73,1.31,0:54,3590272,0,,True
341,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,53.4,1.16,0:55,3592332,0,,True
434,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,53.43,1.12,0:55,3590496,0,,True
523,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,70.75,3.86,1:27,3590400,0,,True
610,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,66.57,1.6,1:08,3592304,0,,True
702,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,66.7,1.64,1:08,3590544,0,,True
793,config0,,,socfb-Smith60.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,62.99,1.85,1:05,3592360,0,,True
74,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,44.92,1.1,0:46,3590292,0,,True
163,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,41.85,1.15,0:43,3590104,0,,True
252,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,41.11,1.13,0:42,3592340,0,,True
344,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,41.69,1.16,0:43,3590232,0,,True
437,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,41.38,1.16,0:42,3590256,0,,True
526,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,53.8,4.32,1:13,3590136,0,,True
613,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,54.14,1.67,0:56,3590224,0,,True
705,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,55.04,1.69,0:57,3590196,0,,True
796,config0,,,socfb-Swarthmore42.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,52.94,1.68,0:55,3590208,0,,True
72,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,94.85,3.59,1:52,3590176,0,,True
161,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,91.52,1.44,1:33,3592092,0,,True
250,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,89.57,1.39,1:31,3590092,0,,True
342,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,80.31,1.33,1:22,3592184,0,,True
435,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,75.28,1.25,1:16,3591920,0,,True
524,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,73.73,1.15,1:15,3591964,0,,True
611,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,72.83,1.31,1:16,3592040,0,,True
703,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,73.4,1.16,1:14,3590088,0,,True
794,config0,,,socfb-Trinity100.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,94.4,3.58,1:51,3589988,0,,True
60,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,48.74,1.65,0:50,3590188,0,,True
149,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,43.17,1.5,0:45,3590020,0,,True
238,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,41.82,1.38,0:43,3590152,0,,True
330,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,47.35,3.77,1:04,3592368,0,,True
423,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,45.75,1.64,0:47,3590388,0,,True
512,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,44.81,1.66,0:46,3590292,0,,True
599,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,45.53,1.63,0:47,3590312,0,,True
691,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,44.48,1.54,0:46,3590416,0,,True
782,config0,,,socfb-USFCA72.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,42.48,1.48,0:44,3590256,0,,True
55,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,85.85,1.57,1:28,3590180,0,,True
144,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,86.4,4.35,1:44,3590404,0,,True
233,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,86.3,1.69,1:28,3590344,0,,True
325,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,83.17,1.6,1:25,3590108,0,,True
418,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,78.23,1.47,1:20,3590344,0,,True
507,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,71.44,1.36,1:13,3590120,0,,True
594,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,68.88,1.25,1:10,3590360,0,,True
686,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,67.55,1.38,2:00,3592240,0,,True
777,config0,,,socfb-Vassar85.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,67.23,1.33,1:08,3590288,0,,True
65,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,64.55,1.5,1:06,3590300,0,,True
154,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,59.21,1.42,1:01,3590256,0,,True
243,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,56.48,1.37,0:58,3590168,0,,True
335,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,69.37,3.97,1:28,3590148,0,,True
428,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,67.56,1.75,1:09,3594272,0,,True
517,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,68.42,1.63,1:10,3590272,0,,True
604,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,63.56,1.54,1:05,3590208,0,,True
696,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,59.45,1.46,1:01,3590200,0,,True
787,config0,,,socfb-Wellesley22.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,56.0,1.4,0:57,3590300,0,,True
67,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,1,False,True,False,,,89.66,1.53,1:31,3590028,0,,True
156,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,2,False,True,False,,,83.62,1.43,1:25,3590256,0,,True
245,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,3,False,True,False,,,76.8,1.33,1:18,3594232,0,,True
337,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,4,False,True,False,,,89.0,3.8,1:48,3594484,0,,True
430,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,6,False,True,False,,,88.75,1.42,1:31,3590472,0,,True
519,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,8,False,True,False,,,86.21,1.47,1:28,3592460,0,,True
606,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,10,False,True,False,,,78.55,1.37,1:20,3594520,0,,True
698,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,12,False,True,False,,,73.24,1.22,1:15,3590268,0,,True
789,config0,,,socfb-Williams40.mtx,social,ilp,0,7200,4000000,16,False,True,False,,,71.08,1.19,1:12,3590380,0,,True
68,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,1,False,True,False,,,33.14,1.6,0:35,3724536,0,,True
157,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,2,False,True,False,,,9.53,1.52,0:11,3734564,0,,True
246,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,3,False,True,False,,,9.27,1.47,0:10,3738368,0,,True
338,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,4,False,True,False,,,9.45,1.43,0:11,3734828,0,,True
431,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,6,False,True,False,,,9.29,1.55,0:11,3734488,0,,True
520,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,8,False,True,False,,,8.26,2.71,0:17,3736284,0,,True
607,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,10,False,True,False,,,9.96,1.43,0:11,3734504,0,,True
699,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,12,False,True,False,,,9.75,1.45,0:11,3734384,0,,True
790,config0,,,socfb-nips-ego.edges,social,ilp,0,7200,4000000,16,False,True,False,,,9.82,1.61,0:11,3734588,0,,True
32,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,1,False,True,False,,,25.34,1.46,0:27,3734552,0,,True
122,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,2,False,True,False,,,14.33,1.39,0:15,3738224,0,,True
212,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,3,False,True,False,,,13.79,1.38,0:15,3734516,0,,True
304,config0,,,web-EPA.edges,webgraph,ilp,0,7200,4000000,4,False,True,False,,,13.83,1.31,0:15,3734460,0,,True
